MBS id 1	Ligand	Species	PDB entry	Name	Uniprot	EC	MBS id 2	Ligand	Species	PDB entry	Name	Uniprot	EC	Global seq identity	E value (local seq alignment)	RMSD	
135057	ZN	Streptomyces argillaceus	4RVD	D-mycarose 3-C-methyltransferase	Q194Q4	None	20253	FE	Desulfovibrio vulgaris subsp. vulgaris str. Hildenborough	1DVB	RUBRERYTHRIN	P24931	None	12.1212121212121	10	0.495371117199353	
104694	ZN	Homo sapiens	1JOC	Early Endosomal Autoantigen 1	Q15075	None	134113	ZN	Homo sapiens	4PPE	E3 ubiquitin-protein ligase RNF4	P78317	6.3.2	15.9090909090909	0.17	0.495377033523768	
107625	ZN	Mus musculus	1RUT	Fusion protein of Lmo4 protein and LIM domain-binding protein 1	P70662	None	118551	ZN	HOMO SAPIENS	2YHO	E3 UBIQUITIN-PROTEIN LIGASE MYLIP	Q8WY64	6.3.2	10.6382978723404	10	0.495391391776721	
61323	FE	Archaeoglobus fulgidus	3MMA	Sulfite reductase, dissimilatory-type subunit beta	Q59110	1.8.99.3	63113	FE	Methanothermococcus thermolithotrophicus DSM 2095	8A8O	Beta-subunit of the PAPS reductase from Methanothermococcus thermolithotrophicus	None	None	8.96739130434783	0.099	0.495398289894461	
60650	FE	Pseudomonas aeruginosa	2FGO	Ferredoxin	Q9I6D2	None	62284	FE	Desulfovibrio desulfuricans	6SG2	Periplasmic [Fe] hydrogenase large subunit	A0A4Y3TCU2	None	8.29145728643216	0.23	0.495403196391686	
54859	FE	Gallus gallus	2FBW	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	Q9YHT2	1.3.5.1	55991	FE	Amycolatopsis methanolica 239	5OGX	Cytochrome P450 reductase	A0A076MZ01	None	14.8351648351648	3.7	0.495430125491533	
53627	FE	Pseudomonas aeruginosa PAO1	8W1F	DPS-LIKE PROTEIN	Q9HUT3	1.16.3.1	100829	NI	Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7)	7O9E	Sulerythrin	F9VPE5	None	20.7650273224044	10	0.4954340538426	
107625	ZN	Mus musculus	1RUT	Fusion protein of Lmo4 protein and LIM domain-binding protein 1	P70662	None	116047	ZN	Cryptosporidium parvum Iowa II	2OWA	Arfgap-like finger domain containing protein	Q5CRY1	None	10.9947643979058	10	0.495450452669019	
122990	ZN	Homo sapiens	3LRQ	E3 ubiquitin-protein ligase TRIM37	O94972	6.3.2	127454	ZN	Thermus thermophilus HB27	3WWL	Alpha-aminoadipate carrier protein LysW	Q5SH22	None	18.0952380952381	10	0.495459316707582	
91010	MN	Klebsiella pneumoniae	6PIB	UDP-2,3-diacylglucosamine hydrolase	A6T5R0	3.6.1.54	22839	FE	Mycobacterium tuberculosis	2HYP	Hypothetical protein RV0805	P9WP65	3.1.4.17	16.2866449511401	10	0.495516487347504	
119091	ZN	Mus musculus	3A9J	Mitogen-activated protein kinase kinase kinase 7-interacting protein 2	Q99K90	None	129231	ZN	Micromonospora chalcea	4E+033	TcaB9	B5L6K6	2.1.1	3.84615384615385	10	0.495566848213132	
54332	FE	Sulfolobus acidocaldarius	1JM1	Rieske iron-sulfur protein soxF	Q53766	None	24705	FE	Stenotrophomonas maltophilia	3GL0	DdmC	Q5S3I3	1.14.15.-	14.0495867768595	7.8	0.495581844754001	
112000	ZN	Mus musculus	2DFY	fusion protein of LIM domain transcription factor LMO4 and LIM domain-binding protein 1	P61969	3.1	114782	ZN	HOMO SAPIENS	2IYK	REGULATOR OF NONSENSE TRANSCRIPTS 1	Q92900	3.6.1	14.975845410628	10	0.495584893516105	
78374	MN	Unknown species	1JM0	PROTEIN (FOUR-HELIX BUNDLE MODEL)	None	None	21332	ZN	Desulfovibrio vulgaris	1S2Z	Rubrerythrin	P24931	None	7.85340314136126	10	0.495599862311908	
87350	MN	HOMO SAPIENS	4UT2	SERINE/THREONINE-PROTEIN PHOSPHATASE PP1-GAMMA CATALYTIC SUBUNIT	P36873	3.1.3.16	25050	MN	Mycobacterium tuberculosis	3IB8	Icc protein	P9WP65	3.1.4.17	15.5737704918033	10	0.495606647776096	
124097	ZN	Homo sapiens	3O36	Transcription intermediary factor 1-alpha	O15164	2.3.2.27	126163	ZN	Homo sapiens	3T6R	E3 ubiquitin-protein ligase UHRF1	Q96T88	2.3.2.27	9.17874396135266	0.013	0.495608225249882	
78367	MN	Unknown species	1JMB	PROTEIN (FOUR-HELIX BUNDLE MODEL)	None	None	106184	ZN	Pyrococcus furiosus	1NNQ	Rubrerythrin	Q9UWP7	None	8.7719298245614	10	0.495617255245929	
78368	MN	Unknown species	1JMB	PROTEIN (FOUR-HELIX BUNDLE MODEL)	None	None	106184	ZN	Pyrococcus furiosus	1NNQ	Rubrerythrin	Q9UWP7	None	8.7719298245614	10	0.495623912116898	
79175	ZN	Escherichia coli	1OYW	ATP-dependent DNA helicase	P15043	3.6.1	104069	ZN	Homo sapiens	1HT0	CLASS I ALCOHOL DEHYDROGENASE 3, GAMMA SUBUNIT	P00326	1.1.1.1	13.4469696969697	10	0.495626631209674	
115636	ZN	Homo sapiens	2NUP	Protein transport protein Sec24A	O95486	None	23527	FE	Desulfovibrio vulgaris str. 'Miyazaki F'	2RDV	RUBREDOXIN	P15412	None	2.25763612217795	10	0.495628198878721	
83808	MN	Rattus norvegicus	3RL3	Metallophosphoesterase MPPED2	B1WBP0	3.1	29403	FE	Pyrococcus abyssi (strain GE5 / Orsay)	5IHE	DNA polymerase II small subunit	Q9V2F3	2.7.7.7	14.2857142857143	10	0.49562936869818	
78364	MN	Unknown species	1JM0	PROTEIN (FOUR-HELIX BUNDLE MODEL)	None	None	21332	ZN	Desulfovibrio vulgaris	1S2Z	Rubrerythrin	P24931	None	7.85340314136126	10	0.495641000268702	
54202	FE	Desulfovibrio desulfuricans	1DGJ	ALDEHYDE OXIDOREDUCTASE	Q9REC4	1.2	56725	FE	Janthinobacterium sp. (strain J3)	7C3B	Ferredoxin reductase component of carbazole	Q84II0	None	12.3497267759563	10	0.495650441250323	
96483	NI	Clostridium pasteurianum	1R0J	Rubredoxin	P00268	1.18.1.1	121054	ZN	Homo sapiens	3G9Y	Zinc finger Ran-binding domain-containing protein 2	O95218	None	8.7719298245614	10	0.495651601950109	
116128	ZN	Homo sapiens	2P57	GTPase-activating protein ZNF289	Q8N6H7	None	124862	ZN	Escherichia coli	3PY7	maltose-binding periplasmic protein,paxillin LD1,protein E6 chimera	P06931	None	7.64818355640535	10	0.495661155072916	
58456	FE	THERMUS AQUATICUS	1H98	FERREDOXIN	P03942	None	60226	FE	Desulfovibrio africanus	1FXR	FERREDOXIN I	P00210	None	22.5806451612903	10	0.495661710576874	
113259	ZN	Staphylococcus aureus	2F9I	acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	Q5HF73	2.1.3.15	134150	ZN	Pyrococcus furiosus	4POF	Cell division control protein 21	Q8U3I4	3.6.4.12	16.9934640522876	10	0.495680592541154	
116857	ZN	Mus musculus	2RGT	Fusion of LIM/homeobox protein Lhx3, linker, Insulin gene enhancer protein ISL-1	P61372	None	130509	ZN	Human papillomavirus type 16	4GIZ	Protein E6	P03126	None	12.1052631578947	10	0.495711687296414	
135264	ZN	Mus musculus	4TZU	Protein cereblon	Q8C7D2	None	22575	FE	Desulfovibrio gigas	2DSX	Rubredoxin	P00270	None	12.962962962963	10	0.495714984420314	
54854	FE	Bos taurus	2A06	Ubiquinol-cytochrome c reductase iron-sulfur subunit, mitochondrial	P13272	1.10.2.2	55730	FE	ARSENITE-OXIDISING BACTERIUM NT-26	4AAY	AROB	Q6VAL9	None	19.1780821917808	10	0.495718664791194	
94589	MN	Escherichia coli	8QJZ	UDP-2,3-diacylglucosamine hydrolase	A0A066QL39	3.6.1.54	107827	ZN	Escherichia coli	1SU1	Hypothetical protein yfcE	P67095	3.1.4.-	16.015625	10	0.495727110150908	
18438	CU	Oenococcus oeni	9F1T	Multicopper oxidase	Q04HQ8	None	13900	CU	Aspergillus niger	5LWX	Multicopper oxidase	A2QS62	1.10.3.2	19.935170178282	0.19	0.495738658555931	
81095	MN	Thermotoga maritima	2GLF	Probable M18-family aminopeptidase 1	Q9WYJ9	3.4.11	118154	ZN	PYROCOCCUS HORIKOSHII	2WZN	354AA LONG HYPOTHETICAL OPERON PROTEIN FRV	O59485	None	18.1034482758621	10	0.495742134281859	
129421	ZN	Streptococcus pneumoniae	4ESJ	Type-2 restriction enzyme DpnI	P0A460	3.1.21.4	1440	CO	Clostridium pasteurianum	1R0H	Rubredoxin	P00268	1.18.1.1	5.44747081712062	10	0.495748579185536	
78381	MN	Unknown species	1JM0	PROTEIN (FOUR-HELIX BUNDLE MODEL)	None	None	106162	ZN	Pyrococcus furiosus	1NNQ	Rubrerythrin	Q9UWP7	None	8.7719298245614	10	0.495770238871244	
112101	ZN	Crotalus atrox	2DW0	Catrocollastatin	Q90282	3.4.24.-	126418	ZN	Flavobacterium sp.	3U1R	Alkaline metalloprotease	D0VMS8	None	15.7684630738523	2.5	0.495771788431645	
128100	ZN	HOMO SAPIENS	4B6D	RAC GTPASE-ACTIVATING PROTEIN 1	Q9H0H5	None	132394	ZN	Homo sapiens	4L9M	RAS guanyl-releasing protein 1	O95267	None	3.7567084078712	0.007	0.495806454090675	
54919	FE	Pseudomonas mendocina	2Q3W	Toluene-4-monooxygenase system ferredoxin subunit	Q00458	None	45089	FE	Nocardioides aromaticivorans	3GCF	Terminal oxygenase component of carbazole 1,9a-dioxygenase	Q2HWI0	None	7.36040609137056	2	0.49581583200344	
111226	ZN	Homo sapiens	2B0O	UPLC1	Q8TDY4	None	127026	ZN	Mus musculus	3VD6	Erythroid transcription factor	P17679	None	10.5610561056106	4.1	0.495825623200082	
87931	MN	synthetic construct	5C39	P0 Manganese cluster peptide	None	None	22604	ZN	SULFOLOBUS SOLFATARICUS	2CLB	DPS-LIKE PROTEIN	P95855	1.16.-.-	7.97872340425532	2.1	0.495834541497102	
120414	ZN	Homo sapiens	3EH2	Protein transport protein Sec24C	P53992	None	128565	ZN	SACCHAROMYCES CEREVISIAE	4C2M	DNA-DIRECTED RNA POLYMERASE I SUBUNIT RPA12	P32529	2.7.7.6	5.74412532637076	10	0.495836871061779	
120414	ZN	Homo sapiens	3EH2	Protein transport protein Sec24C	P53992	None	132264	ZN	Streptococcus pneumoniae	4KYW	Type-2 restriction enzyme DpnI	P0A459	3.1.21.4	12.258064516129	10	0.495856470335069	
68804	ZN	Mycobacterium smegmatis str. MC2 155	3BKN	Bacterioferritin	A0QY79	1.16.3.1	43646	FE	Desulfovibrio vulgaris	1LKO	Rubrerythrin all-iron(II) form	P24931	None	17.0984455958549	10	0.495873410108236	
120419	ZN	Homo sapiens	3EH1	Protein transport protein Sec24B	O95487	None	21984	FE	Pyrococcus abyssi	1YK5	Rubredoxin	Q9V099	None	3.06258322237017	10	0.495890657367821	
109895	ZN	Homo sapiens	1Y02	FYVE-RING finger protein SAKURA	Q8WZ73	2.3.2.27	126176	ZN	Homo sapiens	3T7L	Zinc finger FYVE domain-containing protein 16	Q7Z3T8	None	16.40625	0.052	0.495899626628734	
112101	ZN	Crotalus atrox	2DW0	Catrocollastatin	Q90282	3.4.24.-	116101	ZN	Homo sapiens	2OY2	Neutrophil collagenase	P22894	3.4.24.34	10.8747044917258	1.9	0.495902028602889	
120414	ZN	Homo sapiens	3EH2	Protein transport protein Sec24C	P53992	None	20123	FE	Pyrococcus furiosus	1BQ8	PROTEIN (RUBREDOXIN)	P24297	None	2.74151436031332	10	0.495915581836384	
118193	ZN	HOMO SAPIENS	2XQN	TESTIN	Q9UGI8	None	129437	ZN	Campylobacter jejuni subsp. jejuni	4ETS	Ferric uptake regulation protein	P0C631	None	12.1546961325967	10	0.495919238100645	
116857	ZN	Mus musculus	2RGT	Fusion of LIM/homeobox protein Lhx3, linker, Insulin gene enhancer protein ISL-1	P61372	None	124118	ZN	Homo sapiens	3O47	ADP-ribosylation factor GTPase-activating protein 1, ADP-ribosylation factor 1	P84077	3.6.5.2	11.2462006079027	10	0.495942268841483	
52944	FE	Streptomyces ossamyceticus	7V2U	dioxygenase	None	None	35537	FE	Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006)	6XJJ	2-oxoglutarate-dependent dioxygenase tropC	B8M9K5	1.14	20.5729166666667	1.2	0.495947564222683	
96643	NI	Thermotoga maritima	1ZTC	hypothetical protein TM0894	Q9WZZ6	None	44515	FE	PSEUDOMONAS AERUGINOSA PAO1	2VW8	PA1000	P20581	3.1.2.32	13.8801261829653	10	0.495949782502855	
121517	ZN	Xanthomonas campestris pv. campestris	3HCJ	Peptide methionine sulfoxide reductase	Q8P4Q6	1.8.4.11	43981	FE	Desulfovibrio vulgaris	1LKP	Rubrerythrin	P24931	None	14.3589743589744	10	0.495949933959929	
89847	MN	Entamoeba histolytica	5ZEH	Arginase	C4LSS0	3.5.3.1	101305	NI	Pseudomonas mendocina	8SNF	metformin hydrolase subunit A	None	None	17.9948586118252	3.9	0.495952069231749	
58976	FE	Ralstonia eutropha	4IUB	Uptake hydrogenase small subunit	P31892	1.12.5.1	30246	FE	Methanothermococcus thermolithotrophicus DSM 2095	5ODI	Methyl-viologen reducing hydrogenase, subunit G	A0A2D0TC99	1.12.1.2	21.0106382978723	0.068	0.495952367666202	
86811	MN	Staphylococcus aureus subsp. aureus	4Q7F	5' nucleotidase family protein	Q2G1L5	None	91010	MN	Klebsiella pneumoniae	6PIB	UDP-2,3-diacylglucosamine hydrolase	A6T5R0	3.6.1.54	13.0681818181818	10	0.495954407900973	
44792	FE	BURKHOLDERIA XENOVORANS	2XRX	BIPHENYL DIOXYGENASE SUBUNIT ALPHA	P37333	1.14.12.18	50734	FE	Comamonas testosteroni (strain DSM 14576 / KF-1)	7FJL	Rieske (2Fe-2S) domain protein	B7WQT1	None	18.7984496124031	0.02	0.495956028155094	
56117	FE	Hydrogenophilus thermoluteolus	5XFA	NAD-reducing hydrogenase	A0A077L885	None	1365	FE	Methanothermobacter wolfeii	5T61	Tungsten formylmethanofuran dehydrogenase subunit fwdF	None	None	16.120218579235	5.2	0.495963821163196	
87931	MN	synthetic construct	5C39	P0 Manganese cluster peptide	None	None	26434	FE	Cyanophora paradoxa	3SID	Symerythrin	P48329	None	8.88888888888889	10	0.495969047023159	
55630	FE	Escherichia coli	4KX6	Fumarate reductase (Anaerobic), Fe-S subunit	C5A1E7	None	870	FE	Pyrococcus furiosus COM1	6X6U	Oxidoreductase, Fe-S subunit	I6U881	None	14.1176470588235	10	0.495976128156737	
22170	FE	Rhodococcus sp.	2B24	naphthalene dioxygenase large subunit	Q9X3R9	1.14.12.12	28122	FE	Rhodococcus rhodochrous	4QDC	3-ketosteroid 9alpha-hydroxylase oxygenase	F1CMY8	1.14.15.30	17.3277661795407	0.078	0.495984774046369	
78372	MN	Unknown species	1JM0	PROTEIN (FOUR-HELIX BUNDLE MODEL)	None	None	45528	FE	Pyrococcus furiosus	3PWF	Rubrerythrin	Q9UWP7	None	8.82352941176471	10	0.49599142988208	
53645	FE	Pyrococcus furiosus	9BKT	Rubredoxin	P24297	None	119196	ZN	Aquifex aeolicus	3AXS	Probable N(2),N(2)-dimethylguanosine tRNA methyltransferase Trm1	O67010	2.1.1.32	5.35714285714286	10	0.495992122564505	
116211	ZN	Archaeoglobus fulgidus DSM 4304	2PH1	Nucleotide-binding protein	O30288	None	121517	ZN	Xanthomonas campestris pv. campestris	3HCJ	Peptide methionine sulfoxide reductase	Q8P4Q6	1.8.4.11	14.7169811320755	10	0.496066514332587	
107558	ZN	Mus musculus	1RMD	RAG1	P15919	2.3.2.27	118426	ZN	HOMO SAPIENS	2Y1M	E3 UBIQUITIN-PROTEIN LIGASE	P22681	6.3.2	8.43989769820972	0.14	0.496086404527873	
94169	MN	Burkholderia pseudomallei	8FXD	Rubrerythrin	Q3JK21	None	23622	FE	BACTEROIDES FRAGILIS	2VZB	PUTATIVE BACTERIOFERRITIN-RELATED PROTEIN	Q5LAA6	None	20.7253886010363	10	0.496097130343647	
56046	FE	Hydrogenophilus thermoluteolus	5XF9	NAD-reducing hydrogenase	A0A077L885	None	1372	FE	Methanothermobacter wolfeii	5T61	Tungsten formylmethanofuran dehydrogenase subunit fwdF	None	None	16.120218579235	5.2	0.496105601473125	
118097	ZN	HOMO SAPIENS	2XJZ	RHOMBOTIN-2	P25791	None	119924	ZN	Mus musculus	3DFX	Trans-acting T-cell-specific transcription factor GATA-3	P23772	None	11.3475177304965	10	0.496109045794989	
45403	ZN	ESCHERICHIA COLI	3E1P	BACTERIOFERRITIN	P0ABD3	1.16.3.1	5825	CO	Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7)	7O99	Sulerythrin	F9VPE5	None	19.047619047619	10	0.496122848656779	
89922	MN	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	6A9T	Intermediate cleaving peptidase 55	P40051	3.4.11.26	135099	ZN	Caenorhabditis elegans	4S2R	Protein APP-1	O44750	3.4.11.9	17.0337738619677	0.025	0.496151368796754	
116320	ZN	Rhodobacter capsulatus	2PPT	thioredoxin-2	None	1.8.1.8	50367	FE	Cupriavidus metallidurans (strain ATCC 43123 / DSM 2839 / NBRC 102507 / CH34)	6VI7	3-hydroxyanthranilate 3,4-dioxygenase	Q1LCS4	1.13.11.6	15.5660377358491	10	0.496156834276347	
9427	CU	Funalia trogii	2HRH	Laccase	Q9HDQ0	1.10.3.2	12237	CU	Escherichia coli	4E9S	Blue copper oxidase CueO	P36649	1.16.3.4	18.8539741219963	0.008	0.496158069025082	
83808	MN	Rattus norvegicus	3RL3	Metallophosphoesterase MPPED2	B1WBP0	3.1	23686	MN	LISTERIA MONOCYTOGENES	2XMO	LMO2642 PROTEIN	Q8Y432	None	16.1434977578475	10	0.496158915660339	
118193	ZN	HOMO SAPIENS	2XQN	TESTIN	Q9UGI8	None	118251	ZN	HOMO SAPIENS	2XOC	E3 UBIQUITIN-PROTEIN LIGASE CHFR	Q96EP1	6.3.2	9.96168582375479	10	0.496195190447698	
114841	ZN	SACCHAROMYCES CEREVISIAE	2J9U	VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 36	Q06696	None	25172	FE	Homo sapiens	3MAO	Methionine-R-sulfoxide reductase B1	Q9NZV6	1.8.4	11.8181818181818	10	0.496208165503726	
107191	ZN	Homo sapiens	1QIB	72 kDa type IV collagenase	P08253	3.4.24.24	107222	ZN	ASTACUS FLUVIATILIS	1QJI	ASTACIN	P07584	3.4.24.21	18.6274509803922	10	0.496212789098527	
120414	ZN	Homo sapiens	3EH2	Protein transport protein Sec24C	P53992	None	128724	ZN	SACCHAROMYCES CEREVISIAE	4C2M	DNA-DIRECTED RNA POLYMERASE I SUBUNIT RPA12	P32529	2.7.7.6	5.74412532637076	10	0.496213595775766	
119182	ZN	Thermus thermophilus	3AU2	DNA polymerase beta family (X family)	Q5SJ64	2.7.7.7	23970	FE	Thermus thermophilus	2Z4G	Histidinol phosphatase	Q5SLG2	3.1.3.15	15.0779896013865	0.67	0.496227232974608	
119240	ZN	Mus musculus	3B08	RanBP-type and C3HC4-type zinc finger-containing protein 1	Q9WUB0	2.3.2.31	20123	FE	Pyrococcus furiosus	1BQ8	PROTEIN (RUBREDOXIN)	P24297	None	13.8888888888889	10	0.496248267299331	
99267	NI	Arabidopsis thaliana	5JJT	Serine/threonine-protein phosphatase 5	Q84XU2	3.1.3.16	25737	MN	Streptococcus pneumoniae	3QFO	Putative uncharacterized protein	Q8DNX4	None	13.3744855967078	10	0.496261291427856	
96636	NI	Saccharomyces cerevisiae	1ZVF	3-hydroxyanthranilate 3,4-dioxygenase	P47096	1.13.11.6	120417	ZN	Homo sapiens	3EGD	Protein transport protein Sec23A	Q15436	None	7.85340314136126	10	0.49626319318292	
22604	ZN	SULFOLOBUS SOLFATARICUS	2CLB	DPS-LIKE PROTEIN	P95855	1.16.-.-	25791	FE	Pyrococcus furiosus	3QVD	Rubrerythrin	Q9UWP7	None	16.5853658536585	10	0.496274386711973	
68808	ZN	Mycobacterium smegmatis str. MC2 155	3BKN	Bacterioferritin	A0QY79	1.16.3.1	20500	FE	Sulfolobus tokodaii	1J30	144aa long hypothetical rubrerythrin	F9VPE5	None	20.1219512195122	5.1	0.496276762370554	
14062	CU	Pycnoporus coccineus	5NQ8	Laccase	Q96TR6	1.10.3.2	14576	CU	Escherichia coli K12	5YS5	Blue copper oxidase CueO	P36649	1.16.3.4	17.0357751277683	0.12	0.496291226852505	
122346	ZN	Archaeoglobus fulgidus	3KB1	Nucleotide-binding protein	O28015	None	132546	ZN	Homo sapiens	4LJO	E3 ubiquitin-protein ligase RNF31	Q96EP0	6.3.2	13.2352941176471	10	0.496292579893416	
54919	FE	Pseudomonas mendocina	2Q3W	Toluene-4-monooxygenase system ferredoxin subunit	Q00458	None	20327	FE	Pseudomonas putida	1EG9	PROTEIN (NAPHTHALENE 1,2-DIOXYGENASE ALPHA SUBUNIT)	P0A110	1.14.12.12	7.34966592427617	10	0.496298809020197	
14065	CU	Trametes sanguinea	5NQ7	Laccase	D7F485	1.10.3.2	14576	CU	Escherichia coli K12	5YS5	Blue copper oxidase CueO	P36649	1.16.3.4	17.8694158075601	0.045	0.496305311275056	
21995	MN	Ipomoea batatas	1XZW	purple acid phosphatase	Q9SE00	3.1.3.2	35775	FE	Homo sapiens	6ZK6	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	P62136	3.1.3.16	16.0997732426304	10	0.496335852563085	
105730	ZN	Escherichia coli	1MFT	Four-helix bundle model	None	None	106162	ZN	Pyrococcus furiosus	1NNQ	Rubrerythrin	Q9UWP7	None	9.94152046783626	10	0.496354744483207	
20096	FE	Clostridium pasteurianum	1B2O	PROTEIN (RUBREDOXIN)	P00268	1.18.1.1	22016	FE	Desulfovibrio vulgaris subsp. vulgaris	1YUZ	Nigerythrin	P30820	None	11.7647058823529	7.2	0.496354926228636	
106844	ZN	Saccharomyces cerevisiae	1PD0	Protein transport protein Sec24	P40482	None	21984	FE	Pyrococcus abyssi	1YK5	Rubredoxin	Q9V099	None	2.96296296296296	10	0.496359793403865	
123070	ZN	synthetic construct	3LTD	ATP BINDING PROTEIN-DX	None	None	45838	ZN	HOMO SAPIENS	3ZPO	HISTONE DEMETHYLASE UTY	O14607	1.14.11.68	4.81171548117155	10	0.49636060357783	
54488	FE	Escherichia coli	1KF6	FUMARATE REDUCTASE IRON-SULFUR PROTEIN	P0AC47	1.3.99.1	55693	FE	Pseudomonas mendocina	4WQM	Toluene-4-monooxygenase electron transfer component	Q03304	1.18.1.3	16.2983425414365	10	0.496370908744066	
123073	ZN	synthetic construct	3LTB	ATP BINDING PROTEIN-DX	None	None	123523	ZN	Mus musculus	3MMK	Fusion of LIM/homeobox protein Lhx4, linker, Insulin gene enhancer protein ISL-2	Q9CXV0	None	13.0177514792899	10	0.496402251305843	
127471	ZN	Thermus thermophilus HB27	3WWN	OrfF	Q9ZND7	None	21110	ZN	Desulfovibrio vulgaris subsp. vulgaris	1QYB	Rubrerythrin	P24931	None	8.29015544041451	10	0.49643050966374	
55465	FE	Ascaris suum	3VR8	Iron-sulfur subunit of succinate dehydrogenase	O44074	1.3.5.1,1.3.5.1	55693	FE	Pseudomonas mendocina	4WQM	Toluene-4-monooxygenase electron transfer component	Q03304	1.18.1.3	15.3846153846154	10	0.496431600253171	
119196	ZN	Aquifex aeolicus	3AXS	Probable N(2),N(2)-dimethylguanosine tRNA methyltransferase Trm1	O67010	2.1.1.32	6219	CO	Pyrococcus furiosus	9BKL	Rubredoxin	P24297	None	5.35714285714286	10	0.496449943604984	
29997	FE	Geobacillus kaustophilus (strain HTA426)	5OMK	Ribonucleotide reductase small subunit	Q5KW80	1.17.4.1	37551	FE	Methylosinus trichosporium OB3b	7S6S	Methane monooxygenase component A alpha chain	A0A2D2D5X0	None	12.9699248120301	10	0.496464207427924	
118551	ZN	HOMO SAPIENS	2YHO	E3 UBIQUITIN-PROTEIN LIGASE MYLIP	Q8WY64	6.3.2	134706	ZN	Saccharomyces cerevisiae	4R7E	E3 ubiquitin-protein ligase BRE1	Q07457	6.3.2	23.8095238095238	0.096	0.49646468364342	
133510	ZN	Pseudomonas oleovorans	4O98	organophosphorus hydrolase	A0A0B4J186	None	36305	FE	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	7KGW	2-aminobenzoylacetyl-CoA thioesterase	P20581	3.1.2.32	19.0600522193212	0.17	0.496473837680899	
128683	ZN	HOMO SAPIENS	4CCG	E3 UBIQUITIN-PROTEIN LIGASE FANCL	Q9NW38	6.3.2	134690	ZN	Homo sapiens	4R2Y	Anaphase-promoting complex subunit 11	Q9NYG5	None	20	5.3	0.496474533431461	
58456	FE	THERMUS AQUATICUS	1H98	FERREDOXIN	P03942	None	34006	FE	Methanosarcina barkeri MS	6QII	Coenzyme F420 hydrogenase subunit gamma	A0A0E3LP72	1.12.98.1	10.1818181818182	1.6	0.496507929292441	
108853	ZN	Saccharomyces cerevisiae	1VFY	PHOSPHATIDYLINOSITOL-3-PHOSPHATE BINDING FYVE DOMAIN OF PROTEIN VPS27	P40343	None	125068	ZN	Homo sapiens	3QLA	Transcriptional regulator ATRX	P46100	3.6.4.12	14.2857142857143	10	0.496508912284913	
128230	ZN	HOMO SAPIENS	4BMJ	TAX1-BINDING PROTEIN 1	Q86VP1	None	134621	ZN	Homo sapiens	4R2C	Early growth response protein 1	P18146	None	16.3461538461538	10	0.496511242127369	
119240	ZN	Mus musculus	3B08	RanBP-type and C3HC4-type zinc finger-containing protein 1	Q9WUB0	2.3.2.31	23527	FE	Desulfovibrio vulgaris str. 'Miyazaki F'	2RDV	RUBREDOXIN	P15412	None	9.375	10	0.496530064876564	
87930	MN	synthetic construct	5C39	P0 Manganese cluster peptide	None	None	20519	ZN	Sulfolobus tokodaii	1J30	144aa long hypothetical rubrerythrin	F9VPE5	None	11.1111111111111	10	0.496536094398989	
102944	ZN	Homo sapiens	1DMT	NEUTRAL ENDOPEPTIDASE	P08473	3.4.24.11	124035	ZN	Pseudoalteromonas sp.	3NQX	Secreted metalloprotease Mcp02	A1DRD5	3.4.24.25	12.3209169054441	10	0.496536980486693	
109374	ZN	Pyrococcus horikoshii	1X0T	Ribonuclease P protein component 4	O59248	3.1.26.5	121517	ZN	Xanthomonas campestris pv. campestris	3HCJ	Peptide methionine sulfoxide reductase	Q8P4Q6	1.8.4.11	13.4969325153374	10	0.496541151237873	
60804	FE	DESULFOMICROBIUM NORVEGICUM	2XSJ	SULFITE REDUCTASE BETA SUBUNIT	Q93UT0	1.8.99.3	390	FE	Methanothermobacter wolfeii	5T5I	Tungsten formylmethanofuran dehydrogenase subunit fwdF	O74028	None	16.0583941605839	0.16	0.496561036575381	
56117	FE	Hydrogenophilus thermoluteolus	5XFA	NAD-reducing hydrogenase	A0A077L885	None	1371	FE	Methanothermobacter wolfeii	5T61	Tungsten formylmethanofuran dehydrogenase subunit fwdF	None	None	16.120218579235	5.2	0.496571977224616	
88448	MN	HOMO SAPIENS	5FPV	LYSINE-SPECIFIC DEMETHYLASE 4A	O75164	1.14.11.27,1.14.11	88585	MN	HOMO SAPIENS	5FY7	HISTONE DEMETHYLASE UTY	O14607	1.14.11.68	15.8215010141988	10	0.496574479646222	
112077	ZN	Escherichia coli	2DS7	ATP-dependent Clp protease ATP-binding subunit clpX	P0A6H1	None	125994	ZN	Homo sapiens	3SOW	E3 ubiquitin-protein ligase UHRF1	Q96T88	6.3.2	19.2307692307692	10	0.496584313972334	
